forecast_id,initialization_time,valid_time,region,zone,latitude,longitude,lead_day,rainfall_forecast,rainfall_observed,temperature_forecast,temperature_observed,wind_forecast,wind_observed,pressure_forecast,pressure_observed,humidity_forecast,humidity_observed,absolute_error,signed_error,relative_error,ensemble_mean,ensemble_spread,ensemble_min,ensemble_max,spatial_variability,data_source,variable
FCST_20240101_WES_D9,2024-01-01,2024-01-10,West Bengal,East,22.9868,87.855,9,7.7,7.5,22.2,24.6,12.5,11.3,1008.1,1008.4,57.8,50.0,0.2,0.2,0.024,4.4,11.11,0.0,28.8,19.29,DEMO DATA,rainfall
FCST_20240101_WES_D10,2024-01-01,2024-01-11,West Bengal,East,22.9868,87.855,10,17.9,13.2,21.6,25.1,15.3,14.1,1003.9,1004.2,51.2,56.8,4.7,4.7,0.331,23.8,14.15,0.0,54.9,9.33,DEMO DATA,rainfall
FCST_20240101_MAD_D1,2024-01-01,2024-01-02,Madhya Pradesh,Central,22.9734,78.6569,1,0.0,0.3,21.7,21.3,11.1,13.3,1006.3,1007.2,54.4,58.3,0.3,-0.3,0.231,0.4,1.5,0.0,3.7,4.33,DEMO DATA,rainfall
FCST_20240101_MAD_D2,2024-01-01,2024-01-03,Madhya Pradesh,Central,22.9734,78.6569,2,0.0,1.4,21.0,20.7,12.9,11.7,1005.7,1005.2,57.0,56.6,1.4,-1.4,0.583,0.9,2.39,0.0,6.2,4.19,DEMO DATA,rainfall
FCST_20240101_MAD_D3,2024-01-01,2024-01-04,Madhya Pradesh,Central,22.9734,78.6569,3,0.0,2.7,21.4,21.1,12.4,14.3,1007.8,1006.4,53.2,49.2,2.7,-2.7,0.73,0.4,4.07,0.0,9.4,4.45,DEMO DATA,rainfall
FCST_20240101_MAD_D4,2024-01-01,2024-01-05,Madhya Pradesh,Central,22.9734,78.6569,4,0.0,1.3,19.9,18.7,13.3,13.2,1006.0,1006.2,54.5,53.1,1.3,-1.3,0.565,2.0,4.85,0.0,12.7,3.66,DEMO DATA,rainfall
FCST_20240101_MAD_D5,2024-01-01,2024-01-06,Madhya Pradesh,Central,22.9734,78.6569,5,0.0,0.0,21.6,20.5,9.6,10.3,1006.6,1006.4,53.9,50.5,0.0,0.0,0.0,-1.3,5.6,0.0,11.0,17.73,DEMO DATA,rainfall
FCST_20240101_MAD_D6,2024-01-01,2024-01-07,Madhya Pradesh,Central,22.9734,78.6569,6,0.0,0.0,21.0,21.3,10.6,10.8,1006.2,1006.9,55.7,56.1,0.0,0.0,0.0,-2.7,6.91,0.0,12.5,5.15,DEMO DATA,rainfall
FCST_20240101_MAD_D7,2024-01-01,2024-01-08,Madhya Pradesh,Central,22.9734,78.6569,7,0.0,0.0,20.1,19.6,12.8,11.8,1004.4,1003.8,63.1,66.1,0.0,0.0,0.0,-0.9,8.25,0.0,17.3,3.75,DEMO DATA,rainfall
FCST_20240101_MAD_D8,2024-01-01,2024-01-09,Madhya Pradesh,Central,22.9734,78.6569,8,24.2,29.3,21.3,22.8,10.9,4.8,1006.4,1005.2,56.7,59.9,5.1,-5.1,0.168,29.8,10.94,10.1,53.9,42.12,DEMO DATA,rainfall
FCST_20240101_MAD_D9,2024-01-01,2024-01-10,Madhya Pradesh,Central,22.9734,78.6569,9,0.0,0.0,21.3,21.9,10.0,9.3,1005.0,1004.6,53.7,44.9,0.0,0.0,0.0,-0.2,11.01,0.0,24.0,6.38,DEMO DATA,rainfall
FCST_20240101_MAD_D10,2024-01-01,2024-01-11,Madhya Pradesh,Central,22.9734,78.6569,10,0.0,1.1,21.0,18.1,19.7,22.5,1006.7,1005.8,52.5,63.7,1.1,-1.1,0.524,3.5,12.98,0.0,32.1,22.9,DEMO DATA,rainfall
FCST_20240101_UTT_D1,2024-01-01,2024-01-02,Uttar Pradesh,North,26.8467,80.9462,1,0.0,0.0,21.2,20.8,12.4,11.8,1006.5,1006.6,56.4,58.2,0.0,0.0,0.0,0.8,1.5,0.0,4.1,0.95,DEMO DATA,rainfall
FCST_20240101_UTT_D2,2024-01-01,2024-01-03,Uttar Pradesh,North,26.8467,80.9462,2,0.0,2.3,21.4,22.5,11.9,10.2,1006.6,1006.4,55.4,55.5,2.3,-2.3,0.697,-0.2,2.89,0.0,6.2,4.05,DEMO DATA,rainfall
FCST_20240101_UTT_D3,2024-01-01,2024-01-04,Uttar Pradesh,North,26.8467,80.9462,3,0.0,0.7,21.5,21.2,10.5,7.4,1006.7,1006.6,56.0,60.2,0.7,-0.7,0.412,1.1,3.36,0.0,8.5,3.93,DEMO DATA,rainfall
FCST_20240101_UTT_D4,2024-01-01,2024-01-05,Uttar Pradesh,North,26.8467,80.9462,4,0.0,2.5,21.7,23.1,10.3,7.6,1005.6,1006.6,54.4,54.0,2.5,-2.5,0.714,1.8,5.72,0.0,14.4,2.4,DEMO DATA,rainfall
FCST_20240101_UTT_D5,2024-01-01,2024-01-06,Uttar Pradesh,North,26.8467,80.9462,5,0.0,2.2,21.6,23.3,13.7,15.7,1004.9,1003.2,54.3,54.8,2.2,-2.2,0.688,0.8,6.28,0.0,14.6,7.64,DEMO DATA,rainfall
FCST_20240101_UTT_D6,2024-01-01,2024-01-07,Uttar Pradesh,North,26.8467,80.9462,6,0.0,0.0,22.0,22.2,12.9,9.1,1004.7,1002.4,57.9,58.5,0.0,0.0,0.0,1.9,6.91,0.0,17.1,5.12,DEMO DATA,rainfall
FCST_20240101_UTT_D7,2024-01-01,2024-01-08,Uttar Pradesh,North,26.8467,80.9462,7,0.0,4.6,21.2,22.6,11.1,9.8,1006.8,1007.5,54.0,52.1,4.6,-4.6,0.821,0.9,9.52,0.0,21.8,29.93,DEMO DATA,rainfall
FCST_20240101_UTT_D8,2024-01-01,2024-01-09,Uttar Pradesh,North,26.8467,80.9462,8,0.0,3.1,19.1,20.6,10.9,13.2,1003.9,1004.2,58.0,61.8,3.1,-3.1,0.756,-1.7,10.4,0.0,21.2,11.26,DEMO DATA,rainfall
FCST_20240101_UTT_D9,2024-01-01,2024-01-10,Uttar Pradesh,North,26.8467,80.9462,9,0.0,5.3,22.7,23.9,12.4,19.9,1007.9,1005.5,56.4,52.5,5.3,-5.3,0.841,1.7,13.02,0.0,30.3,29.83,DEMO DATA,rainfall
FCST_20240101_UTT_D10,2024-01-01,2024-01-11,Uttar Pradesh,North,26.8467,80.9462,10,0.0,0.0,23.9,24.0,8.8,8.0,1008.1,1004.7,62.0,64.5,0.0,0.0,0.0,0.4,12.43,0.0,27.7,13.79,DEMO DATA,rainfall
FCST_20240101_KAR_D1,2024-01-01,2024-01-02,Karnataka,South,15.3173,75.7139,1,3.8,3.4,22.0,20.7,11.0,11.5,1005.5,1004.9,54.7,52.6,0.4,0.4,0.091,3.5,1.5,0.8,6.8,1.95,DEMO DATA,rainfall
FCST_20240101_KAR_D2,2024-01-01,2024-01-03,Karnataka,South,15.3173,75.7139,2,0.0,0.0,20.8,20.1,12.1,12.5,1008.1,1008.2,56.0,49.9,0.0,0.0,0.0,0.9,1.95,0.0,5.2,2.54,DEMO DATA,rainfall
FCST_20240101_KAR_D3,2024-01-01,2024-01-04,Karnataka,South,15.3173,75.7139,3,0.0,1.8,21.0,22.5,10.7,12.2,1005.0,1004.6,51.5,52.0,1.8,-1.8,0.643,-0.6,3.94,0.0,8.1,3.22,DEMO DATA,rainfall
FCST_20240101_KAR_D4,2024-01-01,2024-01-05,Karnataka,South,15.3173,75.7139,4,2.4,3.0,20.6,21.1,10.2,8.2,1005.9,1007.0,59.1,58.7,0.6,-0.6,0.15,2.4,4.6,0.0,12.5,6.94,DEMO DATA,rainfall
FCST_20240101_KAR_D5,2024-01-01,2024-01-06,Karnataka,South,15.3173,75.7139,5,4.4,17.8,22.0,21.4,10.5,6.6,1006.6,1007.3,52.3,55.7,13.4,-13.4,0.713,8.4,12.44,0.0,35.8,4.49,DEMO DATA,rainfall
FCST_20240101_KAR_D6,2024-01-01,2024-01-07,Karnataka,South,15.3173,75.7139,6,0.0,7.4,23.0,20.5,9.8,8.3,1004.9,1003.1,54.6,59.8,7.4,-7.4,0.881,2.6,10.11,0.0,24.8,17.21,DEMO DATA,rainfall
FCST_20240101_KAR_D7,2024-01-01,2024-01-08,Karnataka,South,15.3173,75.7139,7,11.0,0.0,21.0,23.2,9.0,5.1,1004.9,1006.3,54.0,63.1,11.0,11.0,11.0,9.7,11.38,0.0,34.7,8.17,DEMO DATA,rainfall
FCST_20240101_KAR_D8,2024-01-01,2024-01-09,Karnataka,South,15.3173,75.7139,8,2.8,7.1,21.3,20.8,11.4,13.2,1006.8,1006.4,51.7,57.8,4.3,-4.3,0.531,3.9,12.0,0.0,30.3,2.49,DEMO DATA,rainfall
FCST_20240101_KAR_D9,2024-01-01,2024-01-10,Karnataka,South,15.3173,75.7139,9,0.0,18.4,19.5,16.2,8.7,7.2,1006.4,1005.4,61.6,58.1,18.4,-18.4,0.948,-5.0,15.77,0.0,29.7,5.62,DEMO DATA,rainfall
FCST_20240101_KAR_D10,2024-01-01,2024-01-11,Karnataka,South,15.3173,75.7139,10,0.0,0.0,18.8,18.2,13.5,16.8,1004.5,1007.2,56.3,48.9,0.0,0.0,0.0,1.5,12.43,0.0,28.8,13.02,DEMO DATA,rainfall
FCST_20240101_HIM_D1,2024-01-01,2024-01-02,Himachal Pradesh,North-Himalayan,31.1048,77.1734,1,0.0,0.6,21.0,20.9,11.8,10.4,1007.1,1007.1,55.0,55.9,0.6,-0.6,0.375,-0.7,1.5,0.0,2.6,5.83,DEMO DATA,rainfall
FCST_20240101_HIM_D2,2024-01-01,2024-01-03,Himachal Pradesh,North-Himalayan,31.1048,77.1734,2,0.0,2.4,21.6,21.3,10.8,11.4,1006.4,1007.3,51.3,54.6,2.4,-2.4,0.706,-0.2,3.21,0.0,6.9,4.09,DEMO DATA,rainfall
FCST_20240101_HIM_D3,2024-01-01,2024-01-04,Himachal Pradesh,North-Himalayan,31.1048,77.1734,3,9.7,7.1,19.2,20.0,14.3,15.8,1006.0,1006.4,57.4,59.7,2.6,2.6,0.321,10.3,4.35,2.5,19.9,8.76,DEMO DATA,rainfall
FCST_20240101_HIM_D4,2024-01-01,2024-01-05,Himachal Pradesh,North-Himalayan,31.1048,77.1734,4,9.5,1.4,20.8,19.9,13.5,12.9,1006.9,1005.4,56.2,57.0,8.1,8.1,3.375,11.9,6.48,0.2,26.2,7.73,DEMO DATA,rainfall
FCST_20240101_HIM_D5,2024-01-01,2024-01-06,Himachal Pradesh,North-Himalayan,31.1048,77.1734,5,0.0,3.5,19.8,19.6,10.2,9.7,1005.3,1003.5,52.9,55.4,3.5,-3.5,0.778,-2.3,7.54,0.0,14.3,1.26,DEMO DATA,rainfall
FCST_20240101_HIM_D6,2024-01-01,2024-01-07,Himachal Pradesh,North-Himalayan,31.1048,77.1734,6,10.6,111.8,22.5,22.8,5.7,8.7,1006.4,1005.2,60.7,61.0,101.2,-101.2,0.897,10.2,56.3,0.0,134.1,1.71,DEMO DATA,rainfall
FCST_20240101_HIM_D7,2024-01-01,2024-01-08,Himachal Pradesh,North-Himalayan,31.1048,77.1734,7,0.0,0.0,21.6,23.3,9.6,8.9,1005.4,1004.5,55.4,58.9,0.0,0.0,0.0,-1.0,8.25,0.0,17.2,11.36,DEMO DATA,rainfall
FCST_20240101_HIM_D8,2024-01-01,2024-01-09,Himachal Pradesh,North-Himalayan,31.1048,77.1734,8,0.0,14.3,21.5,22.4,11.1,9.0,1007.3,1007.5,55.2,55.6,14.3,-14.3,0.935,0.4,16.53,0.0,36.8,12.38,DEMO DATA,rainfall
FCST_20240101_HIM_D9,2024-01-01,2024-01-10,Himachal Pradesh,North-Himalayan,31.1048,77.1734,9,0.0,0.0,21.5,21.5,10.9,6.9,1005.5,1005.2,55.9,48.0,0.0,0.0,0.0,-3.9,11.01,0.0,20.3,8.26,DEMO DATA,rainfall
FCST_20240101_HIM_D10,2024-01-01,2024-01-11,Himachal Pradesh,North-Himalayan,31.1048,77.1734,10,0.0,19.6,23.1,25.0,10.6,15.4,1007.0,1006.0,54.0,51.5,19.6,-19.6,0.951,-4.6,21.22,0.0,42.1,28.66,DEMO DATA,rainfall
FCST_20240101_BIH_D1,2024-01-01,2024-01-02,Bihar,East,25.0961,85.3131,1,0.0,0.1,20.9,20.2,12.1,13.0,1006.0,1005.7,56.1,55.6,0.1,-0.1,0.091,-0.4,1.5,0.0,2.9,4.33,DEMO DATA,rainfall
FCST_20240101_BIH_D2,2024-01-01,2024-01-03,Bihar,East,25.0961,85.3131,2,0.0,1.1,19.9,20.5,11.6,12.6,1006.0,1006.3,55.4,55.5,1.1,-1.1,0.524,-0.1,2.26,0.0,4.9,3.08,DEMO DATA,rainfall
FCST_20240101_BIH_D3,2024-01-01,2024-01-04,Bihar,East,25.0961,85.3131,3,11.9,5.8,21.3,21.9,13.7,14.8,1005.1,1003.5,52.3,49.3,6.1,6.1,0.897,11.8,5.17,2.5,23.2,1.33,DEMO DATA,rainfall
FCST_20240101_BIH_D4,2024-01-01,2024-01-05,Bihar,East,25.0961,85.3131,4,1.2,0.0,20.7,22.1,11.5,12.5,1006.7,1005.8,55.5,56.4,1.2,1.2,1.2,-0.4,4.93,0.0,10.4,15.71,DEMO DATA,rainfall
FCST_20240101_BIH_D5,2024-01-01,2024-01-06,Bihar,East,25.0961,85.3131,5,0.0,0.0,20.5,20.7,9.4,7.7,1005.9,1007.8,56.7,50.3,0.0,0.0,0.0,0.3,5.6,0.0,12.6,4.29,DEMO DATA,rainfall
FCST_20240101_BIH_D6,2024-01-01,2024-01-07,Bihar,East,25.0961,85.3131,6,17.1,20.8,21.5,22.0,11.2,11.3,1007.9,1008.2,48.9,47.0,3.7,-3.7,0.17,13.7,8.5,0.0,32.4,14.17,DEMO DATA,rainfall
FCST_20240101_BIH_D7,2024-01-01,2024-01-08,Bihar,East,25.0961,85.3131,7,0.0,3.5,20.6,20.5,12.8,9.8,1005.4,1004.3,55.5,59.5,3.5,-3.5,0.778,-2.3,9.81,0.0,19.3,13.18,DEMO DATA,rainfall
FCST_20240101_BIH_D8,2024-01-01,2024-01-09,Bihar,East,25.0961,85.3131,8,0.0,0.0,21.3,19.5,15.1,16.3,1007.1,1008.0,54.7,53.9,0.0,0.0,0.0,-2.1,9.62,0.0,19.1,39.12,DEMO DATA,rainfall
FCST_20240101_BIH_D9,2024-01-01,2024-01-10,Bihar,East,25.0961,85.3131,9,0.0,0.0,21.0,21.2,9.8,11.4,1003.9,1005.4,50.6,47.3,0.0,0.0,0.0,-5.4,11.01,0.0,18.8,22.36,DEMO DATA,rainfall
FCST_20240101_BIH_D10,2024-01-01,2024-01-11,Bihar,East,25.0961,85.3131,10,3.6,10.4,20.4,24.4,10.1,5.4,1003.8,1006.1,55.5,56.1,6.8,-6.8,0.596,6.5,14.68,0.0,38.8,11.26,DEMO DATA,rainfall
FCST_20240102_GUJ_D1,2024-01-02,2024-01-03,Gujarat,West,22.2587,71.1924,1,0.0,0.0,21.4,21.9,10.5,12.0,1005.9,1005.7,54.2,53.1,0.0,0.0,0.0,0.4,1.5,0.0,3.7,4.06,DEMO DATA,rainfall
FCST_20240102_GUJ_D2,2024-01-02,2024-01-04,Gujarat,West,22.2587,71.1924,2,0.5,0.0,22.0,22.0,11.7,10.2,1006.9,1006.2,54.4,56.3,0.5,0.5,0.5,-0.1,2.19,0.0,4.7,2.28,DEMO DATA,rainfall
FCST_20240102_GUJ_D3,2024-01-02,2024-01-05,Gujarat,West,22.2587,71.1924,3,0.0,1.1,22.1,21.5,13.3,15.6,1005.4,1006.6,54.4,57.5,1.1,-1.1,0.524,1.5,3.4,0.0,9.0,5.31,DEMO DATA,rainfall
FCST_20240102_GUJ_D4,2024-01-02,2024-01-06,Gujarat,West,22.2587,71.1924,4,0.0,0.0,21.6,21.9,13.8,17.4,1006.9,1009.4,51.8,54.0,0.0,0.0,0.0,-0.2,4.33,0.0,9.3,11.17,DEMO DATA,rainfall
FCST_20240102_GUJ_D5,2024-01-02,2024-01-07,Gujarat,West,22.2587,71.1924,5,0.0,1.8,22.2,21.5,12.0,9.8,1006.8,1007.2,57.2,60.3,1.8,-1.8,0.643,1.0,6.45,0.0,15.2,7.13,DEMO DATA,rainfall
FCST_20240102_GUJ_D6,2024-01-02,2024-01-08,Gujarat,West,22.2587,71.1924,6,0.0,0.0,20.2,19.7,10.8,12.8,1007.1,1007.7,57.9,60.1,0.0,0.0,0.0,0.1,6.91,0.0,15.3,25.4,DEMO DATA,rainfall
FCST_20240102_GUJ_D7,2024-01-02,2024-01-09,Gujarat,West,22.2587,71.1924,7,0.0,6.8,21.3,20.6,12.6,10.5,1005.5,1006.3,48.6,46.7,6.8,-6.8,0.872,-1.8,11.34,0.0,23.1,16.1,DEMO DATA,rainfall
FCST_20240102_GUJ_D8,2024-01-02,2024-01-10,Gujarat,West,22.2587,71.1924,8,0.0,0.0,22.7,20.4,12.2,8.2,1005.7,1007.0,55.9,52.6,0.0,0.0,0.0,3.7,9.62,0.0,24.9,5.85,DEMO DATA,rainfall
FCST_20240102_GUJ_D9,2024-01-02,2024-01-11,Gujarat,West,22.2587,71.1924,9,0.0,0.0,22.4,24.5,8.9,13.0,1008.1,1007.6,54.8,47.4,0.0,0.0,0.0,-0.8,11.01,0.0,23.4,7.73,DEMO DATA,rainfall
FCST_20240102_GUJ_D10,2024-01-02,2024-01-12,Gujarat,West,22.2587,71.1924,10,0.0,0.0,21.7,19.9,11.5,14.2,1006.3,1007.7,52.5,41.4,0.0,0.0,0.0,-2.9,12.43,0.0,24.4,6.48,DEMO DATA,rainfall
FCST_20240102_MAH_D1,2024-01-02,2024-01-03,Maharashtra,West-Central,19.7515,75.7139,1,6.4,5.3,21.0,20.8,12.4,14.4,1005.6,1006.3,55.5,52.4,1.1,1.1,0.175,6.7,1.5,4.0,10.0,6.55,DEMO DATA,rainfall
FCST_20240102_MAH_D2,2024-01-02,2024-01-04,Maharashtra,West-Central,19.7515,75.7139,2,0.0,0.5,21.9,22.3,10.3,10.8,1005.6,1005.8,57.1,53.4,0.5,-0.5,0.333,-0.5,2.19,0.0,4.3,7.93,DEMO DATA,rainfall
FCST_20240102_MAH_D3,2024-01-02,2024-01-05,Maharashtra,West-Central,19.7515,75.7139,3,0.0,1.3,20.2,19.2,12.3,12.3,1006.7,1006.6,55.3,56.0,1.3,-1.3,0.565,-0.4,3.81,0.0,8.0,0.8,DEMO DATA,rainfall
FCST_20240102_MAH_D4,2024-01-02,2024-01-06,Maharashtra,West-Central,19.7515,75.7139,4,0.0,2.2,20.9,21.2,14.4,14.0,1007.6,1007.0,52.3,49.8,2.2,-2.2,0.688,2.2,5.05,0.0,13.3,4.18,DEMO DATA,rainfall
FCST_20240102_MAH_D5,2024-01-02,2024-01-07,Maharashtra,West-Central,19.7515,75.7139,5,0.0,2.0,20.8,19.3,12.0,13.7,1006.8,1007.6,56.7,53.6,2.0,-2.0,0.667,0.1,6.32,0.0,14.0,7.49,DEMO DATA,rainfall
FCST_20240102_MAH_D6,2024-01-02,2024-01-08,Maharashtra,West-Central,19.7515,75.7139,6,0.0,3.7,22.0,20.1,10.1,11.6,1004.5,1003.9,56.3,63.9,3.7,-3.7,0.787,1.1,8.32,0.0,19.4,9.2,DEMO DATA,rainfall
FCST_20240102_MAH_D7,2024-01-02,2024-01-09,Maharashtra,West-Central,19.7515,75.7139,7,0.0,0.0,20.7,19.6,13.4,12.2,1005.7,1007.3,55.3,49.3,0.0,0.0,0.0,1.7,8.25,0.0,19.9,13.83,DEMO DATA,rainfall
FCST_20240102_MAH_D8,2024-01-02,2024-01-10,Maharashtra,West-Central,19.7515,75.7139,8,0.0,0.0,20.1,25.1,12.9,16.1,1007.6,1006.0,54.3,47.4,0.0,0.0,0.0,-1.6,9.62,0.0,19.6,21.32,DEMO DATA,rainfall
FCST_20240102_MAH_D9,2024-01-02,2024-01-11,Maharashtra,West-Central,19.7515,75.7139,9,0.0,0.0,21.1,19.5,12.4,12.9,1006.3,1010.2,47.4,49.5,0.0,0.0,0.0,-0.9,11.01,0.0,23.3,13.7,DEMO DATA,rainfall
FCST_20240102_MAH_D10,2024-01-02,2024-01-12,Maharashtra,West-Central,19.7515,75.7139,10,0.0,0.0,21.5,20.7,16.8,15.9,1004.4,1005.8,57.2,62.7,0.0,0.0,0.0,-0.9,12.43,0.0,26.4,18.22,DEMO DATA,rainfall
FCST_20240102_KER_D1,2024-01-02,2024-01-03,Kerala,South,10.8505,76.2711,1,1.1,0.0,21.3,22.0,10.4,12.9,1005.5,1004.7,56.1,51.6,1.1,1.1,1.1,1.5,1.5,0.0,4.8,5.15,DEMO DATA,rainfall
FCST_20240102_KER_D2,2024-01-02,2024-01-04,Kerala,South,10.8505,76.2711,2,0.0,0.0,19.8,20.0,11.6,10.3,1006.4,1006.2,57.0,54.2,0.0,0.0,0.0,0.3,1.95,0.0,4.6,2.4,DEMO DATA,rainfall
FCST_20240102_KER_D3,2024-01-02,2024-01-05,Kerala,South,10.8505,76.2711,3,0.0,0.0,21.4,21.7,11.2,14.0,1006.2,1006.5,60.8,62.0,0.0,0.0,0.0,-1.6,3.11,0.0,5.2,3.45,DEMO DATA,rainfall
FCST_20240102_KER_D4,2024-01-02,2024-01-06,Kerala,South,10.8505,76.2711,4,0.0,0.0,20.2,20.3,11.3,12.8,1005.4,1003.6,55.2,53.0,0.0,0.0,0.0,0.2,4.33,0.0,9.7,4.21,DEMO DATA,rainfall
FCST_20240102_KER_D5,2024-01-02,2024-01-07,Kerala,South,10.8505,76.2711,5,0.0,0.0,22.5,21.7,8.2,3.8,1006.9,1007.7,53.7,58.8,0.0,0.0,0.0,-0.3,5.6,0.0,12.0,24.58,DEMO DATA,rainfall
FCST_20240102_KER_D6,2024-01-02,2024-01-08,Kerala,South,10.8505,76.2711,6,0.0,3.7,21.9,23.0,12.9,13.1,1005.3,1006.7,55.6,57.4,3.7,-3.7,0.787,-1.8,8.53,0.0,17.0,4.31,DEMO DATA,rainfall
FCST_20240102_KER_D7,2024-01-02,2024-01-09,Kerala,South,10.8505,76.2711,7,0.0,1.9,21.8,22.1,12.2,14.5,1006.8,1005.7,56.0,57.9,1.9,-1.9,0.655,-2.2,8.99,0.0,17.6,17.84,DEMO DATA,rainfall
FCST_20240102_KER_D8,2024-01-02,2024-01-10,Kerala,South,10.8505,76.2711,8,0.0,0.0,20.1,22.7,9.8,11.1,1005.7,1006.9,50.6,47.2,0.0,0.0,0.0,2.1,9.62,0.0,23.3,11.5,DEMO DATA,rainfall
FCST_20240102_KER_D9,2024-01-02,2024-01-11,Kerala,South,10.8505,76.2711,9,0.0,0.0,21.2,22.8,8.8,5.3,1004.9,1005.6,57.6,61.1,0.0,0.0,0.0,-2.6,11.01,0.0,21.6,30.89,DEMO DATA,rainfall
FCST_20240102_KER_D10,2024-01-02,2024-01-12,Kerala,South,10.8505,76.2711,10,0.0,0.0,21.7,23.2,7.6,8.6,1006.4,1006.8,54.4,57.2,0.0,0.0,0.0,-4.8,12.43,0.0,22.5,29.28,DEMO DATA,rainfall
FCST_20240102_RAJ_D1,2024-01-02,2024-01-03,Rajasthan,Northwest,27.0238,74.2179,1,0.0,0.0,21.0,20.2,11.5,12.3,1005.9,1006.6,56.9,58.4,0.0,0.0,0.0,0.1,1.5,0.0,3.4,5.26,DEMO DATA,rainfall
FCST_20240102_RAJ_D2,2024-01-02,2024-01-04,Rajasthan,Northwest,27.0238,74.2179,2,0.0,3.5,21.8,21.4,12.0,10.1,1007.4,1007.1,58.4,60.4,3.5,-3.5,0.778,0.2,3.83,0.0,8.6,3.5,DEMO DATA,rainfall
FCST_20240102_RAJ_D3,2024-01-02,2024-01-05,Rajasthan,Northwest,27.0238,74.2179,3,10.0,5.6,19.8,21.2,13.1,16.2,1006.7,1006.7,56.8,60.0,4.4,4.4,0.667,11.5,4.56,3.3,21.5,8.75,DEMO DATA,rainfall
FCST_20240102_RAJ_D4,2024-01-02,2024-01-06,Rajasthan,Northwest,27.0238,74.2179,4,0.0,0.0,20.5,22.2,12.5,14.0,1005.3,1005.6,60.2,61.9,0.0,0.0,0.0,-1.1,4.33,0.0,8.4,30.62,DEMO DATA,rainfall
FCST_20240102_RAJ_D5,2024-01-02,2024-01-07,Rajasthan,Northwest,27.0238,74.2179,5,0.0,0.0,21.5,21.3,9.5,9.4,1006.6,1006.2,54.9,55.7,0.0,0.0,0.0,-1.1,5.6,0.0,11.2,8.53,DEMO DATA,rainfall
FCST_20240102_RAJ_D6,2024-01-02,2024-01-08,Rajasthan,Northwest,27.0238,74.2179,6,0.0,0.0,22.1,22.5,12.8,14.6,1005.2,1005.2,58.0,60.0,0.0,0.0,0.0,-0.3,6.91,0.0,14.9,5.36,DEMO DATA,rainfall
FCST_20240102_RAJ_D7,2024-01-02,2024-01-09,Rajasthan,Northwest,27.0238,74.2179,7,0.0,0.0,21.1,20.7,10.0,9.9,1006.0,1006.5,50.5,54.7,0.0,0.0,0.0,-1.3,8.25,0.0,16.9,3.75,DEMO DATA,rainfall
FCST_20240102_RAJ_D8,2024-01-02,2024-01-10,Rajasthan,Northwest,27.0238,74.2179,8,0.0,1.3,20.4,19.7,9.9,7.5,1004.4,1004.4,53.9,49.5,1.3,-1.3,0.565,3.4,10.05,0.0,25.5,13.17,DEMO DATA,rainfall
FCST_20240102_RAJ_D9,2024-01-02,2024-01-11,Rajasthan,Northwest,27.0238,74.2179,9,0.0,0.0,21.5,20.0,18.1,20.7,1006.7,1006.0,51.8,51.1,0.0,0.0,0.0,-1.7,11.01,0.0,22.5,17.77,DEMO DATA,rainfall
FCST_20240102_RAJ_D10,2024-01-02,2024-01-12,Rajasthan,Northwest,27.0238,74.2179,10,0.0,0.0,23.4,22.8,12.8,15.3,1006.8,1006.7,56.9,48.5,0.0,0.0,0.0,-10.3,12.43,0.0,17.0,3.19,DEMO DATA,rainfall
FCST_20240102_ODI_D1,2024-01-02,2024-01-03,Odisha,East,20.9517,85.0985,1,0.0,0.5,21.2,20.4,12.4,12.0,1005.9,1007.2,53.0,50.0,0.5,-0.5,0.333,0.2,1.5,0.0,3.5,6.59,DEMO DATA,rainfall
FCST_20240102_ODI_D2,2024-01-02,2024-01-04,Odisha,East,20.9517,85.0985,2,0.0,0.0,20.6,20.9,10.1,9.8,1006.4,1006.4,53.9,55.1,0.0,0.0,0.0,0.6,1.95,0.0,4.9,1.74,DEMO DATA,rainfall
FCST_20240102_ODI_D3,2024-01-02,2024-01-05,Odisha,East,20.9517,85.0985,3,0.0,0.0,21.4,20.8,10.4,9.8,1006.5,1006.9,56.4,57.3,0.0,0.0,0.0,0.3,3.11,0.0,7.1,2.33,DEMO DATA,rainfall
FCST_20240102_ODI_D4,2024-01-02,2024-01-06,Odisha,East,20.9517,85.0985,4,5.7,6.9,21.6,21.4,10.5,6.5,1005.9,1004.2,57.4,55.2,1.2,-1.2,0.152,6.3,4.81,0.0,16.9,1.76,DEMO DATA,rainfall
FCST_20240102_ODI_D5,2024-01-02,2024-01-07,Odisha,East,20.9517,85.0985,5,0.0,0.1,22.3,23.4,10.9,9.6,1005.5,1005.5,52.4,52.6,0.1,-0.1,0.091,-0.7,5.64,0.0,11.7,5.29,DEMO DATA,rainfall
FCST_20240102_ODI_D6,2024-01-02,2024-01-08,Odisha,East,20.9517,85.0985,6,0.0,0.0,21.6,23.3,8.6,7.5,1005.8,1007.2,56.1,53.4,0.0,0.0,0.0,-1.3,6.91,0.0,13.9,13.68,DEMO DATA,rainfall
FCST_20240102_ODI_D7,2024-01-02,2024-01-09,Odisha,East,20.9517,85.0985,7,6.4,15.9,22.1,21.8,11.8,11.6,1005.4,1005.5,54.9,56.1,9.5,-9.5,0.562,8.7,13.36,0.0,38.1,2.64,DEMO DATA,rainfall
